人名,x坐标,y坐标,z坐标
平一指,-0.00865130873496879,0.06555335734690725,-0.05853423221946809
平四,0.00048207543045042264,-0.016121469115575156,-0.028942981156913763
平威,0.019794002078049367,-0.05594475523776994,0.02505661314926232
平婆婆,-0.0011166375747970944,0.0020722177566939205,-0.014756326678321292
平旺先,-0.0150752298309627,-0.008968520577496843,0.004016995681315085
平阿四,-0.023799517902682272,0.0384875635085214,0.011205363614057303
幽草,-0.011730127227616398,0.030314681709751143,0.001249158751946644
庄允城,0.012345597497333551,-0.006767281828609605,-0.018157712182937165
庄夫人,-0.009289831424378236,-0.03409546847902052,-0.0260632765114099
庄帮主,-0.01695520017610962,0.04821705296760222,0.008519727037054075
庄铮,-0.028097994682700862,0.021625078750278734,0.007669877962769171
应松,-0.07737100631206915,-0.0016662617499917593,0.03278828334632036
康广陵,-0.03848711883054017,-0.03329661311254835,-0.021313516454635913
廖自砺,0.032418013351897555,-0.028936541147054257,0.02791880968505154
建宁公主,-0.03721555559322396,-0.0285351457109484,-0.017898727867972596
张一氓,-0.032551841311110066,0.0015446827900589242,-0.05908352873399736
张三,0.028411813516333033,0.046787537098307574,-0.01974107332698072
张三丰,-0.025108096894338718,-0.08873739872865767,0.031266702674056256
张九,-0.00014081466203731335,-0.03744606739710289,0.02968418972728473
张五侠,-0.013817689922586964,-0.02919698707120636,-0.013873493137124746
张信,0.019825088142241182,0.014324987941437606,-0.02163087994138939
张全祥,-0.045749439643592314,0.025674679663677903,0.02446104417640365
张勇,0.02152969218163892,-0.038127714327832025,0.004906790265824768
张十五,0.017756631937797838,0.035992079034677424,0.020940099270985574
张召重,-0.005524456606928952,0.006911441800071907,0.021527022641638627
张君宝,0.007718941835460724,-0.039800244357264404,0.04156511065082233
张四侠,-0.03671695770916557,0.0562057965511273,0.0222745884324848
张夫人,0.007115383930917871,0.0117437900827087,0.009265141914838524
张妈,-0.019016279358452577,-0.015388849735497069,-0.021341088528903554
张安官,0.014489138009596995,-0.022557922122009973,0.011706003598891058
张康,-0.015449657543358837,0.01309844142374905,0.002081677909490877
张康年,0.06818961325757966,0.02934008300714304,0.025485921843555297
张志光,-0.06490794816562204,0.017563617466506747,0.02387252584017513
张无忌,-0.013272647290099974,0.019092568819697304,-0.00909777369171268
张春九,0.0166361904116062,-0.009647953824364905,0.018325940118536232
张朝唐,0.007462917665514264,0.009407671817346905,-0.055634630487067224
张松溪,0.010933406850482781,0.019838578097655962,-0.033637794732293703
张淡月,0.04340887912095349,-0.009955879006816886,0.017621582373508433
张真人,-0.021054546464115975,0.03697191713747869,-0.0006752291429211624
张翠山,0.0030711013650270348,-0.03749676047858171,-0.04125287244552531
张若谷,-0.00027592297864193464,-0.027091107598211796,-0.028920682735191112
张阿生,0.05767082594405967,-0.04030086617759487,0.022148025903500086
张飞雄,0.02065753232939948,0.0729804140930623,0.04000453195811509
归二娘,0.04500122433945401,-0.010852182278717563,-0.007906582658013197
归辛树,0.010118447024917713,-0.03840045597604823,0.056542835190195644
归钟,-0.029061205657723663,-0.002663977731599838,0.03968026421056739
彭三春,0.02312766487558654,0.00941759674804162,-0.037421685106272626
彭参将,0.054524341342564064,0.022079077306436445,-0.04285914766256627
