人名,x坐标,y坐标
崔百泉,-0.028154961391480545,-0.04503403209245642
崔瞎子,-0.03237580550904964,-0.05280325294728875
崔秋山,0.020228735727255334,-0.024926600200461026
崔绿华,0.015105097495606101,0.0004752345459886134
左冷禅,-0.018081554323347123,0.0050860708494986214
左子穆,0.0012330841818931672,-0.03423276610119754
巴天石,-0.02017747124387737,0.0024789999539886537
巴泰,-0.02257759706614419,-0.016673563521634738
常伯志,-0.017944369119075848,0.0048095062839505895
常敬之,0.0055008551568760874,0.03255815551270582
常赫志,-0.010947456927528599,-0.007476246635991755
常遇春,-0.023027062378376904,0.01010047121454144
常金鹏,-0.018999994742292383,0.04466189639920173
常长风,0.05967123373265471,0.0391053287157396
平一指,-0.03169406245564061,-0.012002278550008353
平四,-0.059724039624633025,-0.03699856109057802
平威,-0.009021335797057698,-0.009355963361017865
平婆婆,-0.0007044775097430884,0.007100189228805734
平旺先,0.006087926889513789,0.06844389448563959
平阿四,-0.02120545205515764,-0.023467050342590997
幽草,-0.01492092035454284,-0.0004031510496331328
庄允城,-0.01914072841046256,-0.03540660752491915
庄夫人,-0.05401808795718975,0.02072144913946793
庄帮主,0.039596431982108306,-0.00425941253296383
庄铮,-0.012283932150927693,0.012684078214691969
应松,0.010243265355345794,0.007865373837384912
康广陵,0.010305913071008546,-0.03791965682347618
廖自砺,0.010823474334131864,0.0297624278386361
建宁公主,-0.03251969003936068,-0.000595081556073426
张一氓,-0.052704636723494715,-0.01472411976345598
张三,-0.023115591744923163,0.007282181386508059
张三丰,0.04312700448302079,-0.05256615435076906
张九,0.03092275114993975,-0.02374938760948499
张五侠,0.03561448653058267,0.001572027350131045
张信,0.0076512732323778905,0.037948828457882076
张全祥,-0.016415978897880306,0.00964442372300146
张勇,-0.000641283319436485,0.01520060423204991
张十五,-0.007512407482774187,-0.009883967812996918
张召重,-0.0334707298799336,0.013102258131750087
张君宝,-0.007271395261476185,0.030875673544178053
张四侠,-0.038864969661166086,-0.015030285095668637
张夫人,-0.014448654076322296,-0.05801089900873297
张妈,0.03507130120210875,0.022041403490602036
张安官,0.055536386276382924,-0.007114986299870335
张康,-0.04031837001350466,-0.022308644420292185
张康年,-0.0030862099592292736,-0.04860913518303743
张志光,-0.019806494071109255,0.04147702347019357
张无忌,-0.029588630594619234,0.03227218983397485
张春九,-0.03455384578875311,-0.00042068728431385457
张朝唐,-0.05593101895730787,-0.02761028388874125
张松溪,0.0011041906630829708,0.04813550783384745
张淡月,-0.038436360489361526,0.0031686790863182596
张真人,-0.03358036346814539,0.012975436179770837
张翠山,0.0196183742133477,-0.018139375123110302
